lsoa11cd,lsoa11nm,proportion_male,16_29_rate,30_44_rate,45_64_rate,violence_rate_2015,violence_rate_2016,violence_rate_2017,violence_rate_2018,violence_rate_2019
E01002043,Haringey 026A,0.5145030908226343,0.24108416547788872,0.3223965763195435,0.17261055634807418,27.104136947218258,32.61390887290168,27.298850574712645,37.257824143070046,39.813857290589446
E01002044,Haringey 027B,0.49497767857142855,0.26785714285714285,0.3482142857142857,0.16015625,9.486607142857142,12.679162072767364,18.836565096952906,23.356871265616512,26.578073089700997
E01002045,Haringey 026B,0.5415002219263204,0.21216156236129605,0.3280071016422548,0.18908122503328895,22.63648468708389,21.27659574468085,18.644838562983175,28.850421660008877,28.97238569488456
E01002046,Haringey 026C,0.4848966613672496,0.2172760996290408,0.2469528351881293,0.21886592474827768,19.607843137254903,25.491237387148168,30.15075376884422,34.909909909909906,34.090909090909086
E01002047,Haringey 027C,0.49416990560799556,0.3620210993892282,0.2926152137701277,0.14658523042754026,14.991671293725709,24.15730337078652,18.161180476730987,14.582164890633763,30.59490084985836
E01002048,Haringey 027D,0.5069411201531834,0.2647199617041647,0.30014360938247964,0.20727620871230254,11.967448539971278,14.064697609001406,15.398973401773215,23.75061850569025,20.48780487804878
E01002049,Haringey 026D,0.4838393731635651,0.232615083251714,0.2595494613124388,0.21449559255631734,23.996082272282077,19.673704414587334,27.50965250965251,28.469750889679712,20.28397565922921
E01002050,Haringey 029A,0.5048593350383632,0.16879795396419436,0.22506393861892582,0.140153452685422,8.695652173913043,13.184584178498985,14.87179487179487,15.487867836861126,5.684754521963824
E01002051,Haringey 029B,0.5056726094003241,0.22690437601296595,0.26904376012965964,0.20313344138303618,35.656401944894654,28.525296017222818,27.98708288482239,33.582089552238806,32.39289446185998
E01002052,Haringey 029C,0.5118613138686131,0.1583029197080292,0.22354014598540145,0.11998175182481752,10.948905109489052,10.926573426573427,17.249205628688152,12.427873945849978,14.266607222469906
E01002053,Haringey 032A,0.4752832131822863,0.24922760041194644,0.23069001029866118,0.2157569515962925,15.447991761071062,20.04008016032064,24.86325211337643,32.5,21.73913043478261
E01002054,Haringey 032B,0.4850498338870432,0.21982281284606867,0.2397563676633444,0.2364341085271318,18.272425249169437,26.09661299278179,28.70005627462015,29.460811561978876,35.79545454545455
E01002055,Haringey 029D,0.5117586912065439,0.16462167689161555,0.22443762781186094,0.1303680981595092,18.404907975460123,8.91089108910891,15.105740181268883,13.561024610748369,14.271653543307087
E01002056,Haringey 032C,0.5166534496431404,0.2839016653449643,0.30650277557494054,0.17724028548770818,20.222045995241874,19.21627731725697,29.183598079054303,28.82882882882883,27.354570637119114
