lsoa,employ_score,edu_score,health_score,income_score,enviroment_score
E01016917,0.078,26.774,-0.082,0.085,14.049
E01016918,0.19,52.038,0.701,0.248,17.692
E01016919,0.154,45.133,0.295,0.203,11.925
E01016920,0.058,19.971,-0.312,0.075,8.977
E01016921,0.138,45.312,0.179,0.219,19.478
E01016922,0.163,39.554,0.641,0.185,20.507
E01016923,0.073,6.362,-0.038,0.12,16.423
E01016924,0.054,9.85,-0.092,0.059,16.851
E01016925,0.13,21.852,0.469,0.143,15.039
E01016926,0.185,33.091,0.611,0.22,9.976
E01016927,0.104,15.696,0.243,0.109,14.047
E01016928,0.066,7.197,-0.67,0.076,14.336
E01016929,0.068,11.325,-0.208,0.098,15.588
E01016930,0.047,5.88,-0.517,0.044,11.159
E01016931,0.061,10.286,-0.229,0.06,16.792
E01016932,0.076,1.557,-0.346,0.082,23.397
E01016933,0.09,1.288,0.055,0.102,34.495
E01016934,0.051,0.871,-1.055,0.036,26.875
E01016935,0.069,7.858,0.153,0.136,27.939
E01016936,0.058,1.105,-0.351,0.063,44.146
E01016937,0.134,9.465,0.713,0.157,60.436
E01016938,0.077,5.6,-0.271,0.095,57.363
E01016939,0.036,1.831,-0.799,0.035,27.81
E01016940,0.049,0.389,-0.44,0.045,20.618
E01016941,0.169,19.273,1.103,0.194,83.361
E01016942,0.42,46.592,2.981,0.406,25.51
E01016943,0.088,5.78,-0.239,0.101,37.498
E01016944,0.145,4.003,0.653,0.133,78.275
E01016945,0.155,30.349,1.338,0.166,86.474
E01016946,0.06,1.81,-0.818,0.062,47.945
E01016947,0.392,41.945,2.705,0.406,35.859
E01016948,0.13,11.331,0.615,0.159,37.377
E01016949,0.217,20.974,1.83,0.268,44.016
E01016950,0.08,4.057,-0.137,0.085,68.661
E01016951,0.151,6.764,0.868,0.187,65.571
E01016952,0.067,18.651,0.284,0.085,84.13
E01016953,0.06,0.858,-0.598,0.062,61.381
E01016954,0.138,11.268,0.491,0.141,84.483
E01016955,0.131,7.446,0.846,0.137,81.121
E01016956,0.063,12.226,-0.23,0.08,8.691
E01016957,0.064,15.502,-0.361,0.066,20.344
E01016958,0.092,9.868,-0.421,0.11,6.556
E01016959,0.056,4.9,-0.343,0.081,10.708
E01016960,0.077,7.074,-0.194,0.087,25.884
E01016961,0.092,9.852,0.017,0.107,17.345
E01016962,0.044,10.004,-0.82,0.055,5.945
E01016963,0.08,17.528,0.116,0.106,50.522
E01016964,0.19,39.536,1.348,0.242,67.371
E01016966,0.088,3.951,0.418,0.132,53.263
E01016967,0.09,7.778,0.031,0.108,69.209
E01016968,0.088,11.299,0.329,0.096,69.973
E01016969,0.152,10.878,1.264,0.206,57.204
E01016970,0.068,4.683,-0.434,0.08,44.626
E01016971,0.077,10.942,0.296,0.097,58.632
E01016972,0.062,3.854,-0.65,0.075,54.794
E01016973,0.114,22.688,0.509,0.148,24.797
E01016974,0.12,16.134,0.304,0.138,37.841
E01016975,0.186,30.047,0.853,0.242,31.867
E01016976,0.073,15.468,-0.182,0.064,16.805
E01016977,0.111,27.9,0.646,0.149,19.491
E01016978,0.215,44.806,1.192,0.225,42.42
E01016979,0.079,7.077,-0.057,0.084,29.649
E01016980,0.057,6.224,-0.556,0.08,15.445
E01016981,0.09,1.471,-0.226,0.061,20.007
E01016982,0.049,4.193,-0.554,0.058,10.575
E01016983,0.048,3.114,-0.54,0.043,11.63
E01016984,0.031,2.815,-1.062,0.033,9.591
E01016985,0.074,5.396,-0.311,0.088,16.972
E01016986,0.148,6.777,0.529,0.156,39.538
E01016987,0.082,3.602,0.182,0.101,32.843
E01016988,0.144,4.534,0.977,0.142,43.256
E01016989,0.125,4.736,0.419,0.131,32.254
E01016990,0.117,7.241,0.448,0.132,36.395
E01016991,0.098,9.928,0.598,0.115,46.814
E01016992,0.047,2.75,-0.302,0.059,23.987
E01016993,0.235,23.513,1.782,0.299,22.855
E01016994,0.111,10.39,0.062,0.145,49.607
E01016995,0.058,2.879,-0.248,0.058,21.695
E01016996,0.08,12.903,-0.127,0.102,38.846
E01016997,0.06,5.317,0.109,0.064,28.94
E01016998,0.044,4.038,-0.635,0.041,9.466
E01016999,0.056,4.41,-0.493,0.044,10.23
E01017000,0.064,2.297,-0.429,0.09,18.631
E01017001,0.027,0.523,-1.055,0.025,13.895
E01017002,0.049,1.447,-0.554,0.076,22.923
E01017003,0.057,1.994,-0.809,0.054,24.783
E01017004,0.097,4.633,-0.216,0.116,37.953
E01017005,0.057,2.272,-0.486,0.059,27.9
E01017006,0.07,1.888,-0.614,0.082,37.734
E01017007,0.169,46.286,0.686,0.255,12.127
E01017008,0.075,16.719,-0.401,0.092,11.026
E01017009,0.107,21.793,-0.011,0.143,6.649
E01017010,0.082,14.703,-0.48,0.086,8.623
E01017011,0.184,59.353,0.791,0.238,8.934
E01017012,0.107,27.741,0.069,0.118,7.745
E01017013,0.092,26.769,0.181,0.128,48.961
E01017014,0.068,19.151,-0.261,0.085,43.887
E01017015,0.084,16.716,0.211,0.109,31.099
E01017016,0.059,28.629,-0.13,0.095,47.837
E01017017,0.077,19.037,-0.361,0.092,31.592
E01017018,0.069,21.845,-0.254,0.078,39.259
E01017019,0.136,41.585,0.781,0.201,48.309
E01017020,0.123,26.329,0.306,0.163,36.915
E01017021,0.092,20.931,0.249,0.099,23.242
E01017022,0.081,8.118,0.04,0.105,56.154
E01017023,0.076,15.428,-0.149,0.086,56.588
E01017024,0.07,11.22,0.083,0.097,49.178
E01017025,0.06,25.46,-0.009,0.1,47.208
E01017026,0.053,16.312,-0.184,0.1,39.489
E01017027,0.051,20.876,0.144,0.081,52.88
E01017028,0.065,37.37,0.329,0.096,48.857
E01017029,0.061,16.632,0.023,0.088,50.314
E01017030,0.058,20.402,-0.035,0.098,52.725
E01017031,0.285,65.982,1.819,0.371,36.2
E01017032,0.118,54.185,1.197,0.202,51.592
E01017034,0.077,50.297,0.85,0.144,23.427
E01017035,0.329,78.214,2.0,0.415,29.953
E01017036,0.234,71.472,1.061,0.316,36.023
E01017037,0.299,97.309,1.641,0.433,23.243
E01017038,0.287,61.393,1.846,0.422,31.362
E01017039,0.259,54.067,1.691,0.353,42.046
E01017040,0.358,74.909,1.872,0.508,31.883
E01017041,0.056,20.106,-0.22,0.069,36.205
E01017042,0.113,32.012,0.017,0.158,60.113
E01017043,0.08,24.507,0.005,0.083,46.2
E01017044,0.102,25.252,0.02,0.123,53.818
E01017045,0.081,27.54,0.293,0.127,57.658
E01017046,0.058,8.575,-0.503,0.042,16.772
E01017047,0.059,14.786,-0.266,0.064,51.054
E01017048,0.052,15.835,-0.244,0.064,37.585
E01017049,0.07,18.728,-0.215,0.068,39.096
E01017050,0.056,18.086,-0.308,0.065,24.215
E01017051,0.145,48.119,0.621,0.23,43.653
E01017052,0.151,41.593,0.774,0.214,42.55
E01017053,0.211,65.679,1.049,0.302,32.952
E01017054,0.108,30.99,0.566,0.167,61.473
E01017055,0.104,12.406,-0.016,0.119,39.725
E01017056,0.046,9.458,-0.25,0.066,35.772
E01017057,0.037,14.507,-0.359,0.044,39.502
E01017058,0.116,32.088,0.487,0.163,30.912
E01017059,0.069,13.508,-0.424,0.059,27.363
E01017060,0.056,8.871,-0.663,0.054,33.742
E01017061,0.054,9.816,-0.673,0.038,18.349
E01017062,0.033,3.176,-0.648,0.027,18.418
E01017063,0.034,7.857,-0.526,0.02,17.279
E01017064,0.06,6.257,-0.613,0.058,23.219
E01017066,0.097,22.998,-0.163,0.103,35.062
E01017067,0.113,29.912,-0.149,0.122,33.057
E01017068,0.089,25.343,0.104,0.127,46.602
E01017069,0.055,8.492,-0.557,0.08,30.187
E01017070,0.094,5.645,0.164,0.093,40.034
E01017071,0.123,5.481,0.374,0.111,54.628
E01017072,0.078,1.968,0.065,0.088,32.274
E01017073,0.13,24.008,0.401,0.145,52.637
E01017074,0.092,29.331,-0.074,0.178,26.466
E01017075,0.151,36.846,0.485,0.195,58.262
E01017076,0.123,38.799,0.623,0.19,52.757
E01017077,0.212,62.749,1.557,0.312,54.135
E01017078,0.11,49.298,0.549,0.153,55.209
E01017079,0.121,45.063,0.495,0.161,49.325
E01017080,0.113,38.101,0.484,0.171,58.277
E01017081,0.101,46.394,0.315,0.15,42.482
E01017082,0.128,44.001,0.442,0.188,59.212
E01017083,0.094,32.319,0.231,0.128,51.533
E01017084,0.086,23.972,0.009,0.093,41.835
E01017085,0.094,26.502,0.215,0.139,37.432
E01017086,0.053,16.754,-0.439,0.062,36.351
E01017087,0.129,24.512,0.19,0.143,49.802
E01017088,0.106,16.229,0.097,0.112,53.705
E01017089,0.136,50.179,0.657,0.182,45.094
E01017090,0.077,28.226,-0.145,0.129,39.536
E01017091,0.124,35.254,0.934,0.181,36.78
E01017092,0.092,12.596,0.094,0.091,41.104
E01017093,0.1,36.387,0.574,0.123,25.831
E01017094,0.047,13.326,-0.355,0.077,44.191
E01017095,0.073,22.413,-0.291,0.111,57.426
E01017096,0.06,21.771,0.194,0.105,45.794
E01017097,0.072,21.712,0.223,0.125,52.927
E01017098,0.148,51.723,0.766,0.231,46.279
E01017099,0.116,21.658,0.468,0.174,45.256
E01017100,0.082,22.087,-0.029,0.092,63.74
E01017101,0.09,14.721,-0.101,0.098,59.834
E01017102,0.201,68.396,1.561,0.292,36.404
E01017103,0.324,62.704,1.714,0.465,30.097
E01017104,0.104,41.638,0.472,0.151,50.14
E01017105,0.127,25.482,0.496,0.164,56.972
E01017106,0.141,38.175,0.654,0.231,54.592
E01017107,0.13,37.296,0.548,0.21,60.596
E01017108,0.144,52.93,0.627,0.241,64.512
E01017109,0.176,49.748,0.822,0.226,50.076
E01017110,0.091,31.299,-0.019,0.127,53.479
E01017111,0.105,33.404,0.498,0.175,59.702
E01017112,0.222,78.383,1.126,0.324,32.974
E01017113,0.077,27.626,-0.047,0.105,30.123
E01017114,0.038,14.851,-0.874,0.038,33.279
E01017115,0.177,63.157,0.918,0.274,26.205
E01017116,0.157,38.512,0.41,0.254,27.921
E01017117,0.165,61.196,0.594,0.229,22.954
E01017118,0.214,82.436,1.193,0.332,32.254
E01017119,0.164,66.502,0.801,0.238,41.382
E01017120,0.229,71.119,1.335,0.293,29.118
E01017121,0.111,16.719,0.301,0.107,57.69
E01017122,0.097,25.953,0.174,0.115,52.166
E01017123,0.076,14.129,0.017,0.09,73.482
E01017124,0.09,5.489,0.137,0.123,67.324
E01017125,0.102,16.309,-0.058,0.153,47.645
E01017126,0.069,23.01,-0.374,0.087,54.993
E01017127,0.103,25.95,0.331,0.125,65.486
E01017128,0.078,12.286,0.517,0.096,58.962
E01017129,0.075,31.299,0.551,0.122,56.801
E01017130,0.261,81.775,1.791,0.387,33.521
E01017131,0.055,22.932,-0.68,0.099,43.074
E01017132,0.148,73.598,0.637,0.256,36.33
E01017133,0.13,49.836,0.777,0.192,46.553
E01017135,0.094,6.305,0.314,0.122,60.461
E01017136,0.031,5.44,0.316,0.057,49.603
E01017137,0.027,32.694,1.387,0.044,48.588
E01017138,0.038,13.979,0.348,0.069,48.603
E01017139,0.138,41.571,1.079,0.213,53.253
E01017140,0.138,17.558,1.116,0.205,51.594
E01017142,0.026,8.003,-0.503,0.038,47.569
E01017144,0.059,14.379,-0.175,0.096,26.769
E01017145,0.036,2.958,-0.311,0.046,14.514
E01017146,0.027,0.829,-1.268,0.029,21.783
E01017147,0.044,3.008,-0.187,0.049,28.048
E01017148,0.012,1.0,-0.785,0.017,17.749
E01017149,0.127,64.929,0.649,0.213,45.549
E01017150,0.037,2.068,-0.534,0.046,23.452
E01017151,0.116,15.532,0.326,0.133,24.585
E01017152,0.1,20.019,0.48,0.124,26.087
E01017153,0.192,35.527,1.168,0.248,41.22
E01017154,0.264,62.906,1.569,0.38,40.601
E01017155,0.164,45.651,1.067,0.225,43.774
E01017156,0.162,41.731,1.177,0.214,43.016
E01017157,0.066,18.41,0.801,0.086,44.018
E01017158,0.074,6.931,0.674,0.1,53.308
E01017159,0.06,29.856,0.467,0.081,48.981
E01017160,0.063,20.545,0.496,0.078,50.922
E01017162,0.145,27.586,-0.002,0.155,20.039
E01017163,0.257,66.742,0.915,0.386,17.709
E01017164,0.116,28.843,0.435,0.155,27.126
E01017165,0.172,57.884,0.843,0.232,20.524
E01017166,0.215,60.375,1.405,0.369,21.477
E01017167,0.259,69.64,1.401,0.377,18.309
E01017168,0.214,46.197,1.064,0.28,17.75
E01017169,0.182,64.698,0.853,0.283,25.975
E01017170,0.137,46.775,0.546,0.178,27.867
E01017171,0.102,6.536,0.804,0.123,45.729
E01017172,0.093,14.465,0.137,0.12,65.457
E01017173,0.068,12.757,0.248,0.103,28.001
E01017174,0.078,16.618,0.05,0.058,16.307
E01017175,0.059,7.765,0.007,0.051,32.901
E01017176,0.091,18.469,0.352,0.114,26.154
E01017177,0.079,5.246,0.048,0.09,37.312
E01017178,0.042,4.304,0.001,0.049,28.148
E01017179,0.163,46.051,0.417,0.223,21.716
E01017180,0.054,11.666,-0.244,0.048,18.334
E01017181,0.149,57.403,0.73,0.176,31.309
E01017182,0.152,49.424,1.556,0.242,21.749
E01017183,0.064,14.075,-0.207,0.065,9.933
E01017184,0.134,38.44,0.568,0.162,27.844
E01017185,0.107,34.488,0.325,0.173,17.027
E01017186,0.185,54.572,0.759,0.211,19.184
E01017187,0.127,26.535,0.715,0.148,26.753
E01017188,0.178,61.85,0.957,0.249,22.225
E01017189,0.118,5.542,0.644,0.137,70.685
E01017190,0.031,3.608,0.018,0.047,27.932
E01017191,0.131,14.298,1.046,0.115,72.137
E01017192,0.102,20.57,0.341,0.124,49.908
E01017193,0.107,16.525,0.496,0.152,50.102
E01017194,0.128,24.231,0.826,0.156,53.564
E01017195,0.109,42.804,0.654,0.169,51.161
E01017196,0.046,8.55,-0.171,0.047,32.11
E01017197,0.063,2.657,-0.163,0.068,34.45
E01017198,0.121,30.966,0.747,0.175,21.852
E01017199,0.119,18.91,0.632,0.134,27.225
E01017200,0.076,12.407,0.007,0.087,36.848
E01017201,0.231,50.352,0.849,0.309,29.786
E01017202,0.208,50.404,1.13,0.286,30.212
E01017203,0.086,25.549,0.011,0.127,32.119
E01017204,0.079,15.54,0.075,0.081,18.293
E01017205,0.193,65.328,1.151,0.304,22.349
E01017206,0.106,24.386,0.484,0.12,26.3
E01017207,0.22,81.449,1.372,0.373,22.197
E01017208,0.189,65.153,1.163,0.265,24.391
E01017209,0.079,12.132,0.477,0.112,39.928
E01017210,0.242,83.127,1.058,0.342,21.468
E01017211,0.098,10.394,0.882,0.134,52.559
E01017212,0.083,15.036,-0.027,0.134,27.375
E01017213,0.078,11.525,0.245,0.102,59.296
E01017214,0.068,23.098,0.034,0.077,37.059
E01017215,0.069,12.66,-0.167,0.065,29.583
E01017216,0.185,35.874,1.237,0.218,38.8
E01017217,0.121,22.123,0.649,0.121,44.574
E01017218,0.185,56.654,0.862,0.278,40.282
E01017219,0.187,29.02,0.875,0.251,44.561
E01017220,0.135,24.629,0.809,0.164,36.258
E01017221,0.075,13.923,0.246,0.101,44.373
E01017222,0.098,9.286,-0.165,0.124,42.476
E01017223,0.083,6.458,0.052,0.097,35.336
E01017224,0.051,5.321,-0.46,0.047,41.992
E01017225,0.144,39.318,0.789,0.207,42.713
E01017226,0.061,3.192,-0.199,0.073,26.229
E01017227,0.07,14.154,1.407,0.085,63.106
E01017228,0.126,35.127,0.452,0.181,44.531
E01017231,0.032,5.536,-0.221,0.056,43.708
E01017232,0.03,0.954,-0.412,0.043,30.531
E01017233,0.108,19.169,0.48,0.159,39.264
E01017234,0.078,18.641,0.602,0.113,36.808
E01017235,0.065,12.288,0.773,0.084,50.949
E01017236,0.215,60.286,1.217,0.29,23.282
E01017237,0.23,68.418,1.599,0.306,21.466
E01017238,0.176,61.146,0.742,0.264,26.256
E01017239,0.127,47.007,0.545,0.171,32.44
E01017240,0.253,58.478,1.208,0.314,33.422
E01017241,0.162,48.329,1.203,0.22,30.689
E01017242,0.105,32.222,0.428,0.149,35.762
E01017243,0.089,25.887,0.003,0.105,27.357
E01017244,0.151,41.68,0.629,0.207,26.096
E01017245,0.249,80.476,1.305,0.378,17.866
E01017246,0.092,30.595,0.398,0.158,41.027
E01017247,0.068,4.885,-0.067,0.059,28.282
E01017248,0.035,2.169,-0.499,0.037,25.179
E01017249,0.038,0.807,-0.613,0.03,28.393
E01017250,0.213,40.023,1.527,0.303,37.854
E01017251,0.123,40.775,0.776,0.202,23.028
E01017252,0.044,1.32,-0.628,0.045,32.708
E01017253,0.161,47.079,0.653,0.215,33.799
E01017254,0.102,13.327,0.023,0.137,34.273
E01017255,0.073,13.473,-0.045,0.075,25.916
E01017256,0.085,15.254,-0.296,0.077,26.688
E01017257,0.124,20.531,0.371,0.133,54.784
E01017258,0.116,23.808,0.621,0.158,29.016
E01017259,0.049,20.527,-0.278,0.064,22.862
E01017260,0.089,24.496,0.315,0.122,22.024
E01017261,0.079,15.118,0.327,0.087,30.598
E01017262,0.096,42.375,0.382,0.129,16.325
E01017263,0.109,35.431,0.562,0.151,25.526
E01017264,0.071,41.747,0.957,0.124,35.384
E01017265,0.221,52.809,1.23,0.262,22.195
E01017266,0.096,42.883,0.208,0.192,38.583
E01017267,0.094,34.785,0.505,0.139,48.548
E01017270,0.092,27.577,0.624,0.178,53.2
E01017271,0.08,8.463,0.141,0.075,27.727
E01017272,0.17,51.371,0.749,0.277,40.86
E01017273,0.098,26.223,0.537,0.115,26.81
E01017274,0.224,71.281,1.132,0.332,18.364
E01017275,0.101,16.741,0.415,0.136,34.124
E01017276,0.152,26.348,0.891,0.203,54.514
E01017277,0.117,30.96,0.688,0.146,26.986
E01017278,0.078,15.695,0.032,0.154,47.735
E01017279,0.085,22.637,0.208,0.139,20.22
E01017280,0.26,60.821,1.543,0.324,21.756
E01017281,0.298,72.13,1.46,0.414,20.271
E01017282,0.13,36.158,0.042,0.169,24.917
E01017283,0.116,18.129,-0.084,0.106,31.241
E01017284,0.048,12.736,-0.771,0.077,19.131
E01017285,0.108,14.273,-0.096,0.097,10.848
E01017286,0.082,11.065,-0.365,0.082,14.335
E01017287,0.082,12.125,-0.413,0.082,10.323
E01017288,0.108,11.531,-0.402,0.144,18.065
E01017289,0.16,41.474,-0.089,0.181,24.377
E01017290,0.083,15.308,-0.563,0.081,66.559
E01017291,0.107,7.899,0.024,0.087,35.498
E01017292,0.11,23.944,-0.338,0.115,23.737
E01017293,0.06,17.091,-0.462,0.07,4.227
E01017294,0.079,12.418,-0.336,0.086,41.708
E01017295,0.151,45.024,0.381,0.211,13.981
E01017296,0.09,13.462,-0.073,0.09,46.897
E01017297,0.079,21.673,-0.305,0.099,55.346
E01017298,0.099,16.336,-0.512,0.089,48.539
E01017299,0.163,21.362,0.143,0.167,58.177
E01017300,0.098,7.405,-0.411,0.136,37.121
E01017301,0.077,6.448,-0.088,0.06,13.488
E01017302,0.08,14.368,-0.627,0.088,15.127
E01017303,0.083,9.231,-0.362,0.092,38.595
E01017304,0.117,21.044,0.233,0.14,20.738
E01017305,0.126,25.198,0.274,0.187,41.331
E01017306,0.115,34.881,-0.12,0.17,39.449
E01017307,0.144,27.984,-0.064,0.124,12.086
E01017308,0.13,23.936,0.36,0.177,32.485
E01017309,0.121,32.493,0.104,0.155,48.596
E01017310,0.083,20.376,0.031,0.092,24.147
E01017311,0.15,30.448,0.204,0.161,22.14
E01017312,0.151,26.933,0.419,0.153,34.776
E01017315,0.208,45.435,0.551,0.218,14.262
E01017316,0.074,8.708,-0.524,0.078,26.434
E01017317,0.129,29.324,0.0,0.158,11.41
E01017318,0.227,49.148,0.605,0.224,19.208
E01017319,0.174,28.611,0.371,0.176,11.077
E01017320,0.119,28.94,0.086,0.103,4.604
E01017321,0.131,20.435,0.338,0.128,19.002
E01017322,0.205,64.066,0.706,0.265,29.947
E01017323,0.088,13.541,-0.085,0.064,18.218
E01017324,0.12,30.418,0.003,0.126,10.111
E01017325,0.14,34.245,0.355,0.175,34.415
E01017326,0.169,47.748,0.753,0.229,45.496
E01017327,0.146,15.254,0.286,0.143,32.996
E01017328,0.197,42.628,0.617,0.225,57.364
E01017329,0.11,18.465,-0.357,0.075,15.949
E01017331,0.24,65.094,0.837,0.267,29.309
E01017332,0.266,67.671,0.889,0.368,22.394
E01017333,0.122,36.627,0.608,0.102,19.401
E01017334,0.096,30.887,0.962,0.098,17.326
E01017335,0.201,23.797,0.203,0.198,53.902
E01017336,0.266,44.481,0.821,0.323,64.951
E01017337,0.212,27.501,0.574,0.199,56.614
E01017338,0.164,21.029,0.191,0.148,19.229
E01017339,0.15,31.071,0.001,0.172,39.649
E01017340,0.196,39.336,0.558,0.226,57.961
E01017341,0.152,40.389,0.09,0.194,13.196
E01017342,0.18,25.468,0.397,0.191,27.947
E01017343,0.242,39.924,0.554,0.228,16.208
E01017344,0.079,22.787,-0.598,0.097,29.831
E01017345,0.228,60.78,0.383,0.322,20.565
E01017346,0.191,24.544,0.096,0.188,41.743
E01017347,0.202,45.07,0.48,0.191,26.104
E01017348,0.172,26.281,0.784,0.152,30.449
E01017349,0.174,33.412,0.093,0.197,35.439
E01017350,0.214,44.035,0.093,0.253,11.508
E01017351,0.074,13.133,-0.655,0.085,13.103
E01017352,0.082,10.32,-0.465,0.062,5.026
E01017353,0.082,13.717,-0.317,0.094,40.92
E01017354,0.113,22.255,-0.167,0.106,27.37
E01017355,0.12,16.721,-0.136,0.129,11.988
E01017356,0.244,35.969,0.495,0.26,35.717
E01017357,0.183,41.492,0.502,0.203,28.345
E01017358,0.153,22.347,0.127,0.14,10.171
E01017359,0.141,29.725,0.19,0.121,26.185
E01017360,0.206,26.675,0.689,0.196,50.045
E01017361,0.096,20.404,-0.069,0.106,18.445
E01017362,0.148,39.104,0.301,0.179,24.677
E01017363,0.249,36.196,0.893,0.245,56.988
E01017364,0.157,26.136,0.081,0.165,49.297
E01017365,0.1,25.004,-0.014,0.083,27.71
E01017366,0.207,45.635,0.128,0.263,29.789
E01017367,0.092,16.691,-0.363,0.075,14.678
E01017368,0.116,34.121,0.128,0.149,15.875
E01017369,0.103,29.902,0.061,0.118,38.596
E01017370,0.164,32.753,0.069,0.174,15.987
E01017371,0.034,3.731,-1.28,0.035,3.563
E01017372,0.063,9.495,-0.576,0.087,9.037
E01017373,0.039,4.734,-1.263,0.062,7.017
E01017374,0.046,2.632,-1.093,0.032,13.868
E01017375,0.049,3.414,-0.927,0.074,16.24
E01017376,0.072,20.164,-0.925,0.077,12.748
E01017377,0.068,13.711,-0.333,0.073,12.854
E01017378,0.118,33.326,-0.103,0.142,5.229
E01017379,0.067,11.62,-1.256,0.097,15.081
E01017380,0.027,2.09,-1.665,0.028,17.811
E01017381,0.062,16.17,-0.8,0.043,6.593
E01017382,0.095,28.545,-0.348,0.115,9.426
E01017383,0.067,19.532,-0.823,0.081,20.72
E01017384,0.103,41.164,-0.234,0.141,15.165
E01017385,0.102,25.027,-0.135,0.121,27.375
E01017386,0.092,28.399,-0.277,0.113,15.889
E01017387,0.058,17.547,-1.097,0.071,2.377
E01017388,0.13,35.946,-0.053,0.142,7.174
E01017389,0.056,11.05,-1.112,0.055,1.857
E01017390,0.119,33.584,-0.093,0.163,8.422
E01017391,0.128,20.023,-0.307,0.114,5.487
E01017392,0.039,6.178,-2.11,0.018,3.506
E01017393,0.053,7.365,-1.016,0.051,4.916
E01017394,0.057,12.157,-0.843,0.076,4.6
E01017397,0.047,7.631,-0.982,0.044,4.397
E01017398,0.038,9.138,-1.781,0.052,7.863
E01017399,0.042,7.538,-1.334,0.048,5.593
E01017400,0.209,52.21,0.722,0.248,2.272
E01017401,0.042,8.13,-0.682,0.044,4.38
E01017402,0.035,9.986,-1.287,0.036,9.638
E01017403,0.063,15.025,-0.681,0.074,9.556
E01017404,0.036,3.695,-1.228,0.018,1.932
E01017405,0.037,10.317,-1.032,0.043,6.049
E01017406,0.035,9.191,-1.579,0.038,8.543
E01017407,0.039,9.79,-1.152,0.051,9.386
E01017408,0.036,4.403,-1.279,0.033,4.037
E01017409,0.044,5.248,-0.861,0.063,3.654
E01017410,0.047,5.36,-1.327,0.082,22.181
E01017411,0.065,9.33,-0.874,0.086,31.698
E01017412,0.048,19.277,-1.307,0.054,39.686
E01017413,0.045,15.312,-1.494,0.035,4.597
E01017414,0.071,8.983,-1.105,0.08,4.435
E01017415,0.047,14.446,-1.019,0.068,9.239
E01017416,0.081,13.256,-1.073,0.1,22.141
E01017417,0.043,8.138,-1.271,0.05,3.792
E01017418,0.114,31.213,0.371,0.127,6.785
E01017419,0.027,3.349,-1.47,0.031,7.488
E01017420,0.096,8.165,-0.814,0.1,9.513
E01017421,0.047,9.334,-1.369,0.066,7.297
E01017422,0.044,16.023,-1.093,0.054,16.052
E01017423,0.056,11.377,-0.901,0.076,20.017
E01017424,0.061,18.493,-1.015,0.077,16.369
E01017425,0.075,10.862,-0.929,0.073,19.9
E01017426,0.052,13.848,-1.264,0.066,17.703
E01017427,0.077,13.281,-1.14,0.074,11.611
E01017428,0.072,14.672,-0.947,0.102,6.787
E01017429,0.053,10.799,-1.289,0.06,16.107
E01017430,0.111,39.241,-0.516,0.165,15.536
E01017431,0.071,22.251,-0.513,0.09,16.417
E01017432,0.05,14.175,-0.782,0.058,7.374
E01017433,0.159,62.236,0.52,0.243,4.804
E01017434,0.086,16.811,-0.642,0.125,10.955
E01017435,0.092,29.512,-0.38,0.142,11.275
E01017436,0.038,9.984,-1.595,0.043,0.867
E01017437,0.089,23.554,-0.847,0.098,6.866
E01017438,0.038,6.996,-1.686,0.043,3.968
E01017439,0.046,6.138,-0.948,0.045,8.329
E01017440,0.135,17.199,-0.02,0.161,1.873
E01017441,0.035,6.585,-1.167,0.037,14.705
E01017442,0.051,10.572,-1.169,0.062,5.898
E01017443,0.041,9.982,-1.078,0.051,9.471
E01017444,0.051,14.569,-1.207,0.072,12.616
E01017445,0.064,2.945,-1.013,0.064,3.717
E01017446,0.094,27.717,-0.838,0.104,12.224
E01017447,0.056,8.704,-1.449,0.067,5.473
E01017449,0.059,18.05,-1.229,0.066,5.631
E01017450,0.065,13.811,-1.177,0.063,5.057
E01017451,0.049,11.975,-1.048,0.062,29.625
E01017452,0.044,5.811,-1.035,0.06,13.11
E01017453,0.195,29.088,0.674,0.208,10.586
E01017454,0.082,8.139,-0.853,0.087,7.318
E01017455,0.093,9.454,-0.52,0.075,15.976
E01017456,0.063,3.012,-0.964,0.043,8.415
E01017457,0.106,15.16,-0.133,0.11,6.53
E01017458,0.074,10.343,-0.556,0.064,5.939
E01017459,0.046,2.744,-1.143,0.04,6.301
E01017460,0.043,1.777,-1.35,0.04,3.696
E01017461,0.068,4.393,-1.299,0.114,2.958
E01017462,0.054,1.83,-1.185,0.047,4.47
E01017463,0.067,8.554,-0.812,0.074,8.085
E01017464,0.055,3.035,-0.96,0.04,31.051
E01017465,0.051,3.47,-1.045,0.054,13.532
E01017466,0.246,44.169,1.084,0.286,50.164
E01017467,0.042,3.318,-0.356,0.07,39.281
E01017468,0.052,3.348,-0.61,0.061,38.36
E01017469,0.092,6.447,0.303,0.122,42.367
E01017470,0.042,5.611,-0.885,0.053,24.77
E01017471,0.285,41.011,1.086,0.327,32.559
E01017472,0.221,49.688,0.874,0.299,16.743
E01017473,0.117,28.187,-0.064,0.184,36.569
E01017474,0.199,41.315,0.556,0.26,30.415
E01017475,0.107,33.672,0.236,0.137,26.195
E01017476,0.116,28.03,0.003,0.149,24.806
E01017477,0.291,48.7,1.213,0.448,15.339
